id	species	size	synonyms	symbols	descriptions
1390247	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU14940	ylbA	hypothetical protein
1390248	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU14960	ylbC	hypothetical protein
1390249	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU15030	ylbJ	factor required for spore cortex formation
1390250	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU15090	ylbO	spore coat protein regulator protein YlbO
1390251	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU15110	ylbQ	2-dehydropantoate 2-reductase
1390252	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU15180	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase
1390253	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU15300	bpr	bacillopeptidase F
1390254	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU15330	sigG	sporulation sigma factor SigG
1390255	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU15420	divIVA	cell-division initiation protein
1390256	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU15470	pyrR	bifunctional pyrimidine regulatory protein PyrR uracil phosphoribosyltransferase
1390257	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU15640	yloA	persistent RNA/DNA binding protein
1390258	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU15800	thiN	thiamine pyrophosphokinase
1390259	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU15810	spoVM	stage V sporulation protein M
1390260	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU15820	rpmB	50S ribosomal protein L28
1390261	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU15920	acpP	acyl carrier protein
1390262	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU15960	ylqB	hypothetical protein
1390263	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU16040	rplS	50S ribosomal protein L19
1390264	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU16490	rpsB	30S ribosomal protein S2
1390265	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU16500	tsf	elongation factor Ts
1390266	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU16580	polC	DNA polymerase III PolC
1390267	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU16680	rpsO	30S ribosomal protein S15
1390268	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU16690	pnpA	polynucleotide phosphorylase/polyadenylase
1390269	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU16720	ymxH	hypothetical protein
1390270	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU16810	ymfC	GntR family transcriptional regulator
1390271	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU16880	ymfJ	hypothetical protein
1390272	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU16950	pbpX	penicillin-binding endopeptidase X
1390273	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU16980	spoVS	stage V sporulation protein
1390274	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17030	cotE	morphogenic spore protein
1390275	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17070	ymcC	integral inner membrane protein
1390276	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17080	pksA	transcriptional regulator
1390277	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17090	pksB	hydrolase
1390278	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17100	pksC	malonyl-CoA-acyltransferase
1390279	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17260	aprX	alkaline serine protease
1390280	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17270	ymaC	phage-related replication protein
1390281	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17280	ymaD	peroxiredoxin-related protein
1390282	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17350	ymzC	hypothetical protein
1390283	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17360	ymzA	hypothetical protein
1390284	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17470	ynxB	hypothetical protein
1390285	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17480	ynzF	hypothetical protein
1390286	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17490	ynzG	hypothetical protein
1390287	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17510	ynaC	hypothetical protein
1390288	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17520	ynaD	N-acetyltransferase
1390289	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17530	ynaE	hypothetical protein
1390290	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17540	ynaF	hypothetical protein
1390291	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17550	ynaG	hypothetical protein
1390292	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17610	xylB	xylulose kinase
1390293	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17620	yncB	DNA nuclease, lipoprotein
1390294	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17640	alrB	alanine racemase
1390295	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17670	cotU	spore coat protein
1390296	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17680	thyA	thymidylate synthase
1390297	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17690	yncM	hypothetical protein
1390298	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17710	tatAC	twin-arginine pre-protein translocation pathway protein
1390299	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17720	yndA	hypothetical protein
1390300	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17730	yndB	hypothetical protein
1390301	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17820	yndL	phage-related replication protein
1390302	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17830	yndM	integral inner membrane protein
1390303	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17840	yndN	fosfomycin resistance protein FosB
1390304	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17850	lexA	LexA repressor
1390305	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17880	ynzC	hypothetical protein
1390306	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17890	tkt	transketolase
1390307	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17900	yneE	hypothetical protein
1390308	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17910	yneF	hypothetical protein
1390309	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17920	ynzD	Spo0A-P phosphatase
1390310	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17930	ccdA	cytochrome c-type biogenesis protein CcdA
1390311	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17940	yneI	response regulator
1390312	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17950	yneJ	integral inner membrane protein
1390313	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17960	yneK	hypothetical protein
1390314	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU17970	cotM	spore coat protein
1390315	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18000	citB	aconitate hydratase
1390316	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18010	yneN	membrane-bound proteins with a thioredoxin-like domain
1390317	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18060	yneR	hypothetical protein
1390318	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18070	yneS	glycerol-3-phosphate acyltransferase PlsY
1390319	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18080	yneT	CoA-binding protein
1390320	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18110	ynfC	hypothetical protein
1390321	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18120	alsT	amino acid carrier protein
1390322	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18140	ynfE	hypothetical protein
1390323	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18150	xynC	endo-xylanase
1390324	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18160	xynD	endo-1,4-beta-xylanase
1390325	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18200	yngD	ribonuclease
1390326	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18270	ynzE	hypothetical protein
1390327	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18280	yngK	hypothetical protein
1390328	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18290	yngL	integral inner membrane protein
1390329	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18400	yoeD	excisionase
1390330	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18410	ggt	membrane bound gamma-glutamyltranspeptidase
1390331	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18420	ftsR	LysR family transcriptional regulator
1390332	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18430	yogA	oxidoreductase
1390333	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18490	rtp	replication terminator protein
1390334	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18500	fabG	3-ketoacyl-ACP reductase
1390335	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18510	yoxC	hypothetical protein
1390336	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18540	yoaB	negatively charged metabolite transporter
1390337	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18580	yoaF	hypothetical protein
1390338	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18590	yoaG	permease
1390339	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18630	exlX	extracellular endoglucanase precursor (expansin)
1390340	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18640	yoaK	hypothetical protein
1390341	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18650	pelB	pectin lyase
1390342	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18660	yoaM	hypothetical protein
1390343	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18670	yoaN	oxalate decarboxylase
1390344	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18680	yoaO	hypothetical protein
1390345	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18690	yoaP	hypothetical protein
1390346	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18700	yoaQ	hypothetical protein
1390347	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18720	yoaR	factor for cell wall maintenance or synthesis
1390348	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18750	yoaT	integral inner membrane protein
1390349	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18760	yoaU	LysR family transcriptional regulator
1390350	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18770	cyeA	cysteine and O-acetyl serine efflux permease
1390351	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18780	yoaW	biofilm forming exported protein
1390352	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18790	yoaZ	factor of the oxidative stress response
1390353	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18800	penP	beta-lactamase precursor
1390354	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18810	yobA	hypothetical protein
1390355	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18820	yobB	transcriptional regulator
1390356	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18830	pps	phosphoenolpyruvate synthase
1390357	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18840	xynA	endo-1,4-beta-xylanase
1390358	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18850	yobD	Xre family transcriptional regulator
1390359	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18870	yozI	hypothetical protein
1390360	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18880	yobE	hypothetical protein
1390361	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18900	yozJ	hypothetical protein
1390362	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18960	yozM	bacteriophage protein
1390363	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18970	yobI	NTPase with transmembrane helices
1390364	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU18980	yobJ	hypothetical protein
1390365	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19020	yobN	amine oxidase
1390366	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19030	yobO	phage-related pre-neck appendage protein
1390367	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19040	csaA	molecular chaperone
1390368	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19110	yobW	mother cell-specific membrane sporulation protein
1390369	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19120	czrA	ArsR-SmtB repressors family transcriptional regulator
1390370	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19130	yocA	transposon-related lytic enzyme
1390371	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19140	yozB	integral inner membrane protein
1390372	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19150	yocB	hypothetical protein
1390373	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19180	des	fatty acid desaturase
1390374	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19210	yocH	exported cell wall-binding protein
1390375	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19220	yocI	ATP-dependent nucleic acid helicase
1390376	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19230	yocJ	azoreductase
1390377	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19250	yocL	hypothetical protein
1390378	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19260	yocM	spore coat protein
1390379	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19290	yozO	hypothetical protein
1390380	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19300	yozC	hypothetical protein
1390381	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19310	dhaS	aldehyde dehydrogenase
1390382	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19340	yocR	sodium-dependent transporter
1390383	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19350	yocS	sodium-dependent transporter
1390384	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19400	sodC	superoxide dismutase (exported lipoprotein)
1390385	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19410	cwlS	peptidoglycan hydrolase
1390386	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19510	yojB	hypothetical protein
1390387	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19520	yojA	H+/anion permease
1390388	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19530	yodA	tautomerase
1390389	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19540	yodB	transcriptional repressor
1390390	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19550	yodC	oxidoreductase
1390391	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19590	ctpA	carboxy-terminal processing protease
1390392	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19600	yodH	S-adenosylmethionine-dependent methyltransferase
1390393	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19610	yodI	hypothetical protein
1390394	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19670	yodN	hypothetical protein
1390395	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19680	yozE	hypothetical protein
1390396	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19770	cgeC	spore coat maturation protein
1390397	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19800	phy	phytase
1390398	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19840	yotL	hypothetical protein
1390399	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19850	yotK	hypothetical protein
1390400	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19860	yotJ	hypothetical protein
1390401	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19950	sspC	small acid-soluble spore protein
1390402	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19970	yosX	hypothetical protein
1390403	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU19980	yosW	hypothetical protein
1390404	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20000	yosU	hypothetical protein
1390405	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20010	yosT	hypothetical protein
1390406	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20190	yosA	hypothetical protein
1390407	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20200	yorZ	hypothetical protein
1390408	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20250	mtbP	SP-beta prophage DNA (cytosine-5-)-methyltransferase
1390409	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20420	yorD	hypothetical protein
1390410	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20430	yorC	hypothetical protein
1390411	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20440	yorB	hypothetical protein
1390412	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20470	yoqY	hypothetical protein
1390413	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20480	yoqX	SPbeta phage protein
1390414	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20490	yoqW	hypothetical protein
1390415	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20500	ligB	ATP-dependent DNA ligase
1390416	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20510	yoqU	hypothetical protein
1390417	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20520	yoqT	hypothetical protein
1390418	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20560	yoqO	hypothetical protein
1390419	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20570	yoqN	hypothetical protein
1390420	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20580	yoqM	membrane bound protein; phage SPbeta
1390421	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20750	yopV	hypothetical protein
1390422	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20760	yopU	hypothetical protein
1390423	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20770	yopT	hypothetical protein
1390424	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20780	yopS	transcriptional regulator
1390425	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20930	yopD	conserved hypothetical membrane protein; phage SPbeta
1390426	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20940	yopC	hypothetical protein
1390427	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20950	yopB	transcriptional regulator
1390428	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20960	yopA	methyltransferase
1390429	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20970	yonX	hypothetical protein
1390430	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU20980	yonV	hypothetical protein
1390431	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU21010	yonS	glycosyl hydrolase lipoprotein; phage SPbeta
